Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"","Introduction to Marketing Data Science",2024,"Mastering Marketing Data Science","Wiley","https://doi.org/10.1002/9781394309436.ch1","",806,"2025-02-06 14:28:58","other","10.1002/9781394309436.ch1","","",,,1,16,0,0.00,0,0,1,"","https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781394309436.ch1",""
0,"Sanjeev J. Wagh, Manisha S. Bhende, Anuradha D. Thakare","Data Science Tool: MATLAB",2021,"Fundamentals of Data Science","Chapman and Hall/CRC","https://doi.org/10.1201/9780429443237-12","",808,"2025-02-06 14:28:58","book-chapter","10.1201/9780429443237-12","","",,,209,231,0,0.00,0,3,4,"","",""
0,"Anne Mykland","The Role of Research in Data Science Education",2023,"Harvard Data Science Review","MIT Press","https://doi.org/10.1162/99608f92.06ed24c0","",809,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.06ed24c0","","",5,1,,,0,0.00,0,1,2,"","",""
0,"S. Joe Qin","Data Science Education With Domain Knowledge and System Principles",2021,"Harvard Data Science Review","MIT Press","https://doi.org/10.1162/99608f92.6f037267","",810,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.6f037267","","",,,,,0,0.00,0,1,4,"","",""
0,"S Watari","Space Weather and Real-Time Monitoring",2009,"Data Science Journal","Ubiquity Press, Ltd.","https://doi.org/10.2481/dsj.8.s78","",812,"2025-02-06 14:28:58","journal-article","10.2481/dsj.8.s78","1683-1470","",8,,,,0,0.00,0,1,16,"","https://doi.org/10.2481/dsj.8.S78",""
0,"Charles Fox","“Data Science” and “Big Data”",2018,"Springer Textbooks in Earth Sciences, Geography and Environment","Springer International Publishing","https://doi.org/10.1007/978-3-319-72953-4_1","",813,"2025-02-06 14:28:58","book-chapter","10.1007/978-3-319-72953-4_1","2510-1307","",,,1,14,0,0.00,0,1,7,"","http://link.springer.com/content/pdf/10.1007/978-3-319-72953-4_1",""
0,"elisha blessing","Navigating the Digital Frontier: A Comprehensive Exploration of Data Analytics, Big Data, Data Science, and Their Impact on International Business and Financial Services",2023,"","Center for Open Science","https://doi.org/10.31219/osf.io/xe6bt","",815,"2025-02-06 14:28:58","posted-content","10.31219/osf.io/xe6bt","","",,,,,0,0.00,0,1,2,"<p>This comprehensive exploration titled ""Navigating the Digital Frontier"" delves into the transformative forces of data analytics, big data, and data science, examining their profound impact on international business and financial services. The digital frontier, characterized by constant innovation and evolution, presents a dynamic landscape where organizations must strategically employ these technologies to thrive. From the foundational definitions and historical context to the real-world applications and case studies, the exploration unfolds the synergies and interplay among data-driven approaches.The study emphasizes the collective impact of data analytics, big data, and data science on decision-making processes, operational efficiency, and strategic growth in a global context. Through case studies, it illustrates how leading international businesses leverage these technologies for market expansion, supply chain optimization, and customer-centric approaches. In financial services, the integration of data-driven strategies revolutionizes risk management, fraud detection, and the delivery of personalized financial services.Examining the global implications, the exploration addresses economic transformation, the competitive landscape, and the potential for cross-border collaboration facilitated by data-driven methodologies. It also navigates the challenges and ethical considerations surrounding data privacy, bias, and regulatory compliance on an international scale.Looking toward the future, the exploration predicts emerging trends in data analytics, big data, and data science, as well as the integration of technologies like blockchain, 5G, and quantum computing in international business and financial services. It provides strategic considerations for staying ahead in the evolving digital landscape, emphasizing adaptability, ethical AI, and global collaboration.In conclusion, ""Navigating the Digital Frontier"" underscores the pivotal role of data-driven strategies in reshaping industries globally. It serves as a call to action for organizations to embrace these technologies, navigate the complexities of the digital frontier, and position themselves at the forefront of innovation in the digital era.</p>","",""
0,"João Paulo Gava Just","Base de dados de ocorrência de lagartos (Squamata: Sauria) em Santa Catarina, sul do Brasil",2023,"Latin American Data in Science","Data in Science Editora ltda","https://doi.org/10.53805/lads.v3i1.62","",817,"2025-02-06 14:28:58","journal-article","10.53805/lads.v3i1.62","2763-9290","",3,1,11,15,0,0.00,0,1,2,"Essa base de dados apresenta informações sobre a ocorrência de lagartos em Santa Catarina, entre os anos de 1896 e 2020, através de registros não-publicados de espécimes de coleções científicas e também de registros coletados pelo autor e por terceiros em um projeto de ciência cidadã utilizando as redes sociais. Foram compilados 1208 registros de ocorrência pertencentes a 17 espécies de lagartos nativos de Santa Catarina, sendo 902 registros provenientes de coleções científicas (75%) e 306 registros de ciência cidadã (25%). As espécies com maior número de registros foram Ophiodes sp. (n=213), Salvator merianae (n=199), Enyalius iheringii (n=172), Liolaemus occipitalis (n=90) e Contomastix vacariensis (n=88). Essas informações possuem alta aplicabilidade em revisões do status de ameaça das espécies de lagartos de Santa Catarina, bem como podem servir como base de monitoramento a longo prazo do padrão de ocorrência das espécies. Ainda, espera-se que os dados sejam importantes para se traçar estratégias de conservação para as espécies em Santa Catarina e que preencham lacunas de amostragem (déficit Wallaceano).","https://ojs.datainscience.com.br/index.php/lads/article/download/62/51",""
0,"Dima Alberg","Big Data Time Series Stream Data Segmentation Methods",2018,"Encyclopedia of Information Science and Technology, Fourth Edition","IGI Global","https://doi.org/10.4018/978-1-5225-2255-3.ch032","",818,"2025-02-06 14:28:58","book-chapter","10.4018/978-1-5225-2255-3.ch032","","",,,364,372,0,0.00,0,1,7,"","https://www.igi-global.com/viewtitle.aspx?TitleId=183750",""
0,"Norman Matloff","Introduction to Discrete Time Markov Chains",2019,"Probability and Statistics for Data Science","Chapman and Hall/CRC","https://doi.org/10.1201/9780429401862-17","",819,"2025-02-06 14:28:58","book-chapter","10.1201/9780429401862-17","","",,,349,363,0,0.00,0,1,6,"","",""
0,"","Data and Spatial Data in R",2021,"Geographical Data Science and Spatial Data Analysis: An Introduction in R","SAGE Publications Ltd","https://doi.org/10.4135/9781526485465.n2","",821,"2025-02-06 14:28:58","book-chapter","10.4135/9781526485465.n2","","",,,35,77,0,0.00,0,0,4,"","",""
0,"A Saito, D Yoshida","Erratum: Dagik: A Data-Showcase System for the Geospace [Data Science Journal, Volume 8, 30 March 2009. S92-S95]",2009,"Data Science Journal","Ubiquity Press, Ltd.","https://doi.org/10.2481/dsj.8-503","",823,"2025-02-06 14:28:58","journal-article","10.2481/dsj.8-503","1683-1470","",8,,,,0,0.00,0,2,16,"","https://doi.org/10.2481/dsj.8-503",""
0,"Brian Kotz","The Opportunities of Two-Year College Data Science",2020,"Harvard Data Science Review","MIT Press","https://doi.org/10.1162/99608f92.75aed58b","",827,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.75aed58b","","",2,4,,,0,0.00,0,1,5,"","",""
0,"Engy Fouda","Data Science in Action",2024,"Learn Data Science Using Python","Apress","https://doi.org/10.1007/979-8-8688-0935-4_1","",828,"2025-02-06 14:28:58","book-chapter","10.1007/979-8-8688-0935-4_1","","",,,1,22,0,0.00,0,1,1,"","https://link.springer.com/content/pdf/10.1007/979-8-8688-0935-4_1",""
0,"Sanjeev J. Wagh, Manisha S. Bhende, Anuradha D. Thakare","Importance of Data Science",2021,"Fundamentals of Data Science","Chapman and Hall/CRC","https://doi.org/10.1201/9780429443237-2","",829,"2025-02-06 14:28:58","book-chapter","10.1201/9780429443237-2","","",,,3,15,0,0.00,0,3,4,"","",""
0,"Kailash Awati, Alexander Scriven","What Is Data Science?",2023,"Data Science and Analytics Strategy","Chapman and Hall/CRC","https://doi.org/10.1201/9781003260158-2","",830,"2025-02-06 14:28:58","book-chapter","10.1201/9781003260158-2","","",,,13,41,0,0.00,0,2,2,"","",""
0,"Benjamin M. Abdel-Karim","Data Science und Maschinelles Lernen",2022,"Data Science","Springer Fachmedien Wiesbaden","https://doi.org/10.1007/978-3-658-33460-4_8","",831,"2025-02-06 14:28:58","book-chapter","10.1007/978-3-658-33460-4_8","","",,,63,69,0,0.00,0,1,3,"","https://link.springer.com/content/pdf/10.1007/978-3-658-33460-4_8",""
0,"Andreas Hübner","Earth Science and Biodiversity Journals can Improve Support for Data Sharing",2020,"Data Science Journal","Ubiquity Press, Ltd.","https://doi.org/10.5334/dsj-2020-037","",832,"2025-02-06 14:28:58","journal-article","10.5334/dsj-2020-037","1683-1470","",19,,,,0,0.00,0,1,5,"","https://doi.org/10.5334/dsj-2020-037",""
0,"Orit Hazzan, Koby Mike","Data Science Thinking",2023,"Guide to Teaching Data Science","Springer International Publishing","https://doi.org/10.1007/978-3-031-24758-3_3","",833,"2025-02-06 14:28:58","book-chapter","10.1007/978-3-031-24758-3_3","","",,,35,57,0,0.00,0,2,2,"","https://link.springer.com/content/pdf/10.1007/978-3-031-24758-3_3",""
0,"Iqbal H. Sarker","Smart City Data Science: Towards Data-Driven Smart Cities with Open Research Issues",2022,"","MDPI AG","https://doi.org/10.20944/preprints202204.0044.v1","",834,"2025-02-06 14:28:58","posted-content","10.20944/preprints202204.0044.v1","","",,,,,0,0.00,0,1,3,"Cities are undergoing huge shifts in technology and operations in recent days, and `data science' is driving the change in the current age of the Fourth Industrial Revolution (Industry 4.0 or 4IR). Extracting insights or actionable knowledge from city data and building a corresponding data-driven model is the key to making a city system automated and intelligent. Data science is typically the study and analysis of actual happenings with historical data using a variety of scientific methodology, machine learning techniques, processes, and systems. In this paper, we concentrate on and explore ``Smart City Data Science"", where city data collected from various sources like sensors and Internet-connected devices, is being mined for insights and hidden correlations to enhance decision-making processes and deliver better and more intelligent services to citizens. To achieve this goal, various machine learning analytical modeling can be employed to provide deeper knowledge about city data, which makes the computing process more actionable and intelligent in various real-world services of today's cities. Finally, we identify and highlight ten open research issues for future development and research in the context of data-driven smart cities. Overall, we aim to provide an insight into smart city data science conceptualization on a broad scale, which can be used as a reference guide for the researchers, professionals, as well as policy-makers of a country, particularly, from the technological point of view.","",""
0,"Jugal K. Kalita, Dhruba K. Bhattacharyya, Swarup Roy","Data Science in practice",2024,"Fundamentals of Data Science","Elsevier","https://doi.org/10.1016/b978-0-32-391778-0.00020-x","",835,"2025-02-06 14:28:58","book-chapter","10.1016/b978-0-32-391778-0.00020-x","","",,,277,294,0,0.00,0,3,1,"","https://api.elsevier.com/content/article/PII:B978032391778000020X",""
0,"","Chapter 5: Ethical Considerations in Data Science",2024,"Data Science for Decision Makers","De Gruyter","https://doi.org/10.1515/9781501520686-006","",838,"2025-02-06 14:28:58","book-chapter","10.1515/9781501520686-006","","",,,59,72,0,0.00,0,0,1,"","https://www.degruyter.com/document/doi/10.1515/9781501520686-006/xml",""
0,"","EPJ Data Science",2013,"","Springer Science and Business Media LLC","https://doi.org/10.1007/13688.2193-1127","",839,"2025-02-06 14:28:58","journal","10.1007/13688.2193-1127","2193-1127","",,,,,0,0.00,0,0,12,"","",""
0,"","Applied Data Science and Analysis",2023,"","Mesopotamian Academic Press","https://doi.org/10.58496/adsa","",840,"2025-02-06 14:28:58","journal","10.58496/adsa","","",,,,,0,0.00,0,0,2,"","",""
0,"","Global Health Data Science",2021,"","The Global Health Network","https://doi.org/10.48060/tghn.148","",841,"2025-02-06 14:28:58","book","10.48060/tghn.148","","",,,,,0,0.00,0,0,4,"This is a free, open access knowledge exchange hub for anyone working in data science, data management, data sharing, and data access within health research. Be part of shaping this community.","",""
0,"Mitsuhiro Toriumi","Model of Seismicity Dynamics from Data-Driven Science",2020,"Advances in Geological Science","Springer Singapore","https://doi.org/10.1007/978-981-15-5109-3_8","",842,"2025-02-06 14:28:58","book-chapter","10.1007/978-981-15-5109-3_8","2524-3829","",,,163,180,0,0.00,0,1,5,"","http://link.springer.com/content/pdf/10.1007/978-981-15-5109-3_8",""
0,"Steven Kempler, Lindsay Barbieri, Tiffany Trapasso","Preparing for the Utilization of Data Science / Data Analytics in Earth Science Research",2018,"","California Digital Library (CDL)","https://doi.org/10.31223/osf.io/c973s","",844,"2025-02-06 14:28:58","posted-content","10.31223/osf.io/c973s","","",,,,,0,0.00,0,3,7,"","",""
0,"","Ocean Science Graduate Students",1972,"","National Academies Press","https://doi.org/10.17226/21107","",845,"2025-02-06 14:28:58","edited-book","10.17226/21107","","",,,,,0,0.00,0,0,53,"","",""
0,"Sanjeev J. Wagh, Manisha S. Bhende, Anuradha D. Thakare","Databases for Data Science",2021,"Fundamentals of Data Science","Chapman and Hall/CRC","https://doi.org/10.1201/9780429443237-4","",846,"2025-02-06 14:28:58","book-chapter","10.1201/9780429443237-4","","",,,45,84,0,0.00,0,3,4,"","",""
0,"Alexandra Chouldechova"," Transparency and Simplicity in Criminal Risk Assessment",2020,"Harvard Data Science Review","MIT Press","https://doi.org/10.1162/99608f92.b9343eec","",848,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.b9343eec","","",2,1,,,0,0.00,0,1,5,"","",""
0,"Ronald Russo","Data science and taxation",2024,"Research Handbook in Data Science and Law","Edward Elgar Publishing","https://doi.org/10.4337/9781035316458.00020","",850,"2025-02-06 14:28:58","book-chapter","10.4337/9781035316458.00020","","",,,277,295,0,0.00,0,1,1,"","https://www.elgaronline.com/view/book/9781035316458/9781035316458.xml",""
0,"Anne L. Washington","Optimize",2023,"Ethical Data Science","Oxford University PressNew York","https://doi.org/10.1093/oso/9780197693025.003.0006","",851,"2025-02-06 14:28:58","book-chapter","10.1093/oso/9780197693025.003.0006","","",,,83,100,0,0.00,0,1,2,"Abstract: The fourth step of the prediction supply chain enacts priorities. Algorithms make choices efficiently using explicit or implicit concepts of precedence. Each prediction is optimized based on the importance of data, populations, comparisons, or values. Applying mathematical standards of consistency and perfection in human affairs can go awry. Because algorithmic optimization prioritizes specific populations and situations, unforeseen cases could spectacularly fail. An algorithm can overoptimize, meaning it focuses so much on one goal that it ignores other equally important goals not specifically articulated. Data science implemented over large systems at scale eventually must consider the secondary effects of optimized outcomes. Ethical data science is able to state the reasoning that drives choices and is aware of alternatives and trade-offs. This chapter encourages data science reasoning.","https://academic.oup.com/book/chapter-pdf/58139091/oso-9780197693025-chapter-6.pdf",""
0,"Anne L. Washington","Introduction",2023,"Ethical Data Science","Oxford University PressNew York","https://doi.org/10.1093/oso/9780197693025.003.0001","",852,"2025-02-06 14:28:58","book-chapter","10.1093/oso/9780197693025.003.0001","","",,,1,10,0,0.00,0,1,2,"Abstract: Everyday life serves as the raw material for meaningful digital patterns, yet predictive data science is obscure to most people. Predictions can also be obscure to those who create them. Only a few executives understand the business models and fiscal priorities that determine what information is available for data scientists to analyze. The introduction demonstrates how large entities evolved to control the conditions of prediction and why digital solutions that fail to consider inherent political and commercial aspects of data production set the stage for harm and distrust. Governments, corporations, associations, universities, and other organizations have no moral obligation to provide a social good, especially outside their core mandate. Data science must begin to ask fundamental questions about power and possibilities within these institutional contexts.","https://academic.oup.com/book/chapter-pdf/58139072/oso-9780197693025-chapter-1.pdf",""
0,"PAGES Data Review Team","Data Review Team Comment",2017,"","Copernicus GmbH","https://doi.org/10.5194/cp-2017-92-sc2","",853,"2025-02-06 14:28:58","posted-content","10.5194/cp-2017-92-sc2","","",,,,,0,0.00,0,1,8,"","",""
0,"Jon Wheeler","Review for ""A study of the roles of metadata standard and data repository in science, technology, engineering and mathematics researchers' data reuse""",2020,"","Emerald","https://doi.org/10.1108/oir-09-2020-0431/v1/review1","",855,"2025-02-06 14:28:58","peer-review","10.1108/oir-09-2020-0431/v1/review1","","",,,,,0,0.00,0,1,5,"","",""
0,"","2 Einführung in Data Science",2024,"Workbook – Digitale Transformation des Qualitätsmanagements","Carl Hanser Verlag GmbH & Co. KG","https://doi.org/10.3139/9783446480438.002","",857,"2025-02-06 14:28:58","book-chapter","10.3139/9783446480438.002","","",,,4,13,0,0.00,0,0,1,"","",""
0,"","Ways Forward for the Data Science of Human-Environment Systems",2023,"Data Science and Human-Environment Systems","Cambridge University Press","https://doi.org/10.1017/9781108638838.007","",858,"2025-02-06 14:28:58","book-chapter","10.1017/9781108638838.007","","",,,198,212,0,0.00,0,0,2,"","",""
0,"Deepa Mane, Sachin Shelke","Role of Statistical Methods in Data Science",2022,"Data Science","Chapman and Hall/CRC","https://doi.org/10.1201/9781003283249-2","",860,"2025-02-06 14:28:58","book-chapter","10.1201/9781003283249-2","","",,,21,31,0,0.00,0,2,3,"","",""
0,"Francesca Dominici, Elizabeth Langdon-Gray, David C. Parkes","Spinning Up a Data Science Initiative at Harvard",2022,"Harvard Data Science Review","MIT Press","https://doi.org/10.1162/99608f92.ad105ec8","",861,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.ad105ec8","","",,,,,0,0.00,0,3,3,"","",""
0,"","2018 International Conference on Data Science and Engineering (ICDSE)",2018,"2018 International Conference on Data Science and Engineering (ICDSE)","IEEE","https://doi.org/10.1109/icdse.2018.8527792","",863,"2025-02-06 14:28:58","proceedings-article","10.1109/icdse.2018.8527792","","",,,1,1,0,0.00,0,0,7,"","http://xplorestaging.ieee.org/ielx7/8510535/8527729/08527792.pdf?arnumber=8527792",""
0,"","What is Data Science?",2017,"","SAGE Publications Ltd.","https://doi.org/10.4135/9781473993044","",865,"2025-02-06 14:28:58","","10.4135/9781473993044","","",,,,,0,0.00,0,0,8,"","http://journals.sagepub.com/doi/pdf/10.4135/9781473993044",""
0,"Laxminarayana Korada, Satyadeva Sompepalli","Leverage Teams Phone to Migrate Your Contact Center",2023,"Journal of Artificial Intelligence, Machine Learning and Data Science","United Research Forum","https://doi.org/10.51219/jaimld/laxminarayana-korada/216","",866,"2025-02-06 14:28:58","journal-article","10.51219/jaimld/laxminarayana-korada/216","2583-9888","",1,1,897,901,0,0.00,0,2,2,"","",""
0,"Vineet Raina, Srinath Krishnamurthy","Data Visualization",2021,"Building an Effective Data Science Practice","Apress","https://doi.org/10.1007/978-1-4842-7419-4_15","",867,"2025-02-06 14:28:58","book-chapter","10.1007/978-1-4842-7419-4_15","","",,,187,206,0,0.00,0,2,4,"","https://link.springer.com/content/pdf/10.1007/978-1-4842-7419-4_15",""
0,"elisha blessing","Innovative Horizons: A Deep Dive into the Synergies of Data Analytics, Big Data, and Data Science in International Business and Financial Services Transformation",2023,"","Center for Open Science","https://doi.org/10.31219/osf.io/e2rf8","",868,"2025-02-06 14:28:58","posted-content","10.31219/osf.io/e2rf8","","",,,,,0,0.00,0,1,2,"<p>In the rapidly evolving landscape of international business and financial services, the integration of cutting-edge technologies has become pivotal for sustainable growth and competitive advantage. This abstract provides a glimpse into a comprehensive exploration of the synergies among Data Analytics, Big Data, and Data Science, aiming to unravel their transformative potential within the realms of global commerce and financial services.The study begins by delineating the foundational concepts of Data Analytics, Big Data, and Data Science, establishing a common ground for understanding their individual contributions to business and finance. Subsequently, it delves into the intricate interplay and synergistic relationships that emerge when these technologies are strategically combined. The research investigates how harnessing the power of vast and varied datasets through Big Data facilitates the analytical capabilities of Data Science, ultimately enhancing decision-making processes in international business and financial domains.Furthermore, the study scrutinizes real-world applications and case studies, spotlighting successful instances where the convergence of Data Analytics, Big Data, and Data Science has driven significant transformations. It sheds light on the role of predictive modeling, machine learning algorithms, and advanced statistical analyses in forecasting market trends, mitigating risks, and optimizing operational efficiency on a global scale.The abstract also emphasizes the ethical considerations and challenges associated with the utilization of these technologies in international business and financial services. It discusses the importance of responsible data governance, privacy protection, and the need for regulatory frameworks to ensure a balance between innovation and ethical use.As a forward-looking exploration, the study concludes by envisioning the future trends and potential disruptions that may arise with the continued evolution of these technologies. It proposes strategic guidelines for businesses and financial institutions to leverage the synergies of Data Analytics, Big Data, and Data Science effectively, fostering a roadmap for sustainable growth and resilience in an ever-changing global landscape. This research contributes to the ongoing dialogue on the transformative power of data-driven technologies in shaping the future of international business and financial services.</p>","",""
0,"elisha blessing","Beyond Numbers: Unveiling the Power of Data Analytics, Big Data, and Data Science in Shaping the Future of International Business and Financial Services",2023,"","Center for Open Science","https://doi.org/10.31219/osf.io/896yq","",869,"2025-02-06 14:28:58","posted-content","10.31219/osf.io/896yq","","",,,,,0,0.00,0,1,2,"<p>This abstract provides a concise overview of the paper titled ""Beyond Numbers: Unveiling the Power of Data Analytics, Big Data, and Data Science in Shaping the Future of International Business and Financial Services.""In an era dominated by digital advancements, the paper explores the transformative influence of data analytics, big data, and data science on the landscape of international business and financial services. Going beyond the superficial interpretation of numbers, the study delves into the profound impact these technologies have on shaping strategies, optimizing operations, and redefining global commerce.The analysis encompasses the significance of data-driven approaches in gaining a competitive edge, making informed decisions, and navigating the complexities of the modern digital environment. As organizations increasingly rely on vast volumes of data, this research sheds light on the pivotal role played by data analytics, big data, and data science in unveiling new opportunities and challenges.Through this exploration, the paper not only highlights the potential for innovation and efficiency but also addresses ethical considerations surrounding the use of data in these critical sectors. The findings contribute to a deeper understanding of the evolving dynamics in international business and financial services, offering insights that are pertinent for businesses, policymakers, and researchers navigating the complexities of a data-driven future.</p>","",""
0,"Aihua Li","Correction to: Guest Editor’s Introduction: COVID-19 and Data Science",2022,"Annals of Data Science","Springer Science and Business Media LLC","https://doi.org/10.1007/s40745-022-00447-z","",870,"2025-02-06 14:28:58","journal-article","10.1007/s40745-022-00447-z","2198-5804","",9,6,1347,1347,0,0.00,0,1,3,"","https://link.springer.com/content/pdf/10.1007/s40745-022-00447-z.pdf",""
0,"A. P. Morse","""DATA IS"" OR ""DATA ARE"": WHICH?",1927,"Science","American Association for the Advancement of Science (AAAS)","https://doi.org/10.1126/science.65.1684.355-a","",871,"2025-02-06 14:28:58","journal-article","10.1126/science.65.1684.355-a","0036-8075","",65,1684,355,355,0,0.00,0,1,98,"","https://syndication.highwire.org/content/doi/10.1126/science.65.1684.355-a",""
0,"Brian Rappert","Fostering Data Openness by Enabling Science: A Proposal for Micro-Funding",2017,"Data Science Journal","Ubiquity Press, Ltd.","https://doi.org/10.5334/dsj-2017-044","",872,"2025-02-06 14:28:58","journal-article","10.5334/dsj-2017-044","1683-1470","",16,,,,0,0.00,0,1,8,"","https://doi.org/10.5334/dsj-2017-044",""
0,"Rochelle E. Tractenberg","What is ""ethical AI""? Leading or participating on an ethical team and/or working in statistics, data science, and artificial intelligence",2023,"","Center for Open Science","https://doi.org/10.31235/osf.io/8e6pv","",879,"2025-02-06 14:28:58","posted-content","10.31235/osf.io/8e6pv","","",,,,,0,0.00,0,1,2,"<p>Artificial Intelligence (AI) arises from computing and statistics, and as such, can be developed and deployed ethically when the ethical practice standards of each of these fields are followed. The Toronto Declaration was formulated in 2018 specifically to ensure that machine learning and AI could be held accountable for respecting, and promoting, universal human rights. The Code of Ethics and Professional Conduct of the Association of Computing Machinery (ACM, 2018) and the Ethical Guidelines for Statistical Practice of the American Statistical Association (ASA, 2022) describe the ethical practice standards for any person at any level of training or job title who utilizes computing (ACM) or statistical practices (ASA). These three reference documents can together define ""what is ethical AI"". All development, deployment, and use of computing is covered by the ACM Code; the ASA defines statistical practice to ""include activities such as: designing the collection of, summarizing, processing, analyzing, interpreting, or presenting, data; as well as model or algorithm development and deployment.” Just as the Toronto Declaration describes universal human rights protections, the ACM and ASA ethical practice standards apply to professionals, individuals with diverse background or jobs that include computing and statistical practices at any point, and employers, clients, organizations, and institutions that employ or utilize the outputs from computing and statistical practices worldwide. The ACM Code of Ethics has four Principles, including one specifically for Leaders with seven elements. The ASA Ethical Guidelines include eight principles and an Appendix; one Guideline Principle (G. Responsibilities of Leaders, Supervisors, and Mentors in Statistical Practice) with its five elements and the Appendix (Responsibilities of organizations/institutions) with its 12 elements are specifically intended to support workplace engagement with, and support of, ethical statistical practices, plus, the specific roles and responsibilities of those in leadership positions. These ethical practice standards can support both individual practitioners', and leaders', meeting their obligations for ethical AI worldwide.</p>","",""
0,"Rumena Komitova, Daniel Memmert","Time Series Data Mining",2024,"Computer Science in Sport","Springer Berlin Heidelberg","https://doi.org/10.1007/978-3-662-68313-2_17","",880,"2025-02-06 14:28:58","book-chapter","10.1007/978-3-662-68313-2_17","","",,,141,148,0,0.00,0,2,1,"","https://link.springer.com/content/pdf/10.1007/978-3-662-68313-2_17",""
0,"Zarek Drozda, Justice Toshiba Walker, Kathi Fisler, David Weintrop","Computing in Data Science or Data in Computer Science? Exploring the Relationship between Data Science and Computer Science in K-12 Education",2024,"Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 2","ACM","https://doi.org/10.1145/3626253.3631654","",882,"2025-02-06 14:28:58","proceedings-article","10.1145/3626253.3631654","","",,,1527,1528,0,0.00,0,4,1,"","https://dl.acm.org/doi/pdf/10.1145/3626253.3631654",""
0,"Liao Zhu, Haoxuan Wu, Martin T. Wells","News-Based Sparse Machine Learning Models for Adaptive Asset Pricing",2023,"Data Science in Science","Informa UK Limited","https://doi.org/10.1080/26941899.2023.2187895","",883,"2025-02-06 14:28:58","journal-article","10.1080/26941899.2023.2187895","2694-1899","",2,1,,,0,0.00,0,3,2,"","https://www.tandfonline.com/doi/pdf/10.1080/26941899.2023.2187895",""
0,"","Introduction",2008,"Landolt-Börnstein - Group IV Physical Chemistry","Springer Berlin Heidelberg","https://doi.org/10.1007/978-3-540-69761-9_1","",884,"2025-02-06 14:28:58","book-chapter","10.1007/978-3-540-69761-9_1","1616-9557","",,,1,7,0,0.00,0,0,17,"","http://www.springermaterials.com/index/pdf/10.1007/978-3-540-69761-9_1",""
0,"","The HEASARC facility",1995,"Astrophysics and Space Science Library","Springer Netherlands","https://doi.org/10.1007/978-94-011-0397-8_13","",885,"2025-02-06 14:28:58","book-chapter","10.1007/978-94-011-0397-8_13","0067-0057","",,,139,146,0,0.00,0,0,30,"","http://link.springer.com/content/pdf/10.1007/978-94-011-0397-8_13.pdf",""
0,"Gerhard Weikum","Data Discovery",2013,"Data Science Journal","Ubiquity Press, Ltd.","https://doi.org/10.2481/dsj.grdi-005","",886,"2025-02-06 14:28:58","journal-article","10.2481/dsj.grdi-005","1683-1470","",12,,,,0,0.00,0,1,12,"","https://doi.org/10.2481/dsj.GRDI-005",""
0,"Carlo Meghini","Data Preservation",2013,"Data Science Journal","Ubiquity Press, Ltd.","https://doi.org/10.2481/dsj.grdi-009","",887,"2025-02-06 14:28:58","journal-article","10.2481/dsj.grdi-009","1683-1470","",12,,,,0,0.00,0,1,12,"","https://doi.org/10.2481/dsj.GRDI-009",""
0,"","A Systematic View of Data Science",2022,"2022 IEEE International Conference on Big Data (Big Data)","IEEE","https://doi.org/10.1109/bigdata55660.2022.10020530","",888,"2025-02-06 14:28:58","proceedings-article","10.1109/bigdata55660.2022.10020530","","",,,3,4,0,0.00,0,0,3,"","http://xplorestaging.ieee.org/ielx7/10020192/10020156/10020530.pdf?arnumber=10020530",""
0,"Ali Rezaei-Yazdi, Christopher Buckingham","Introducing a Pilot Data Collection Model for Real-time Evaluation of Data Redundancy",2016,"Procedia Computer Science","Elsevier BV","https://doi.org/10.1016/j.procs.2016.08.237","",889,"2025-02-06 14:28:58","journal-article","10.1016/j.procs.2016.08.237","1877-0509","",96,,577,586,0,0.00,0,2,9,"","https://api.elsevier.com/content/article/PII:S1877050916320476",""
0,"Yongkang Lin, Linlin Zheng, Qiming Zhong","Public Data Openness and Stock Price Crash Risk: Evidence from a Quasi-Natural Experiment of Government Data Platforms",2024,"Data Science and Management","Elsevier BV","https://doi.org/10.1016/j.dsm.2024.11.002","",892,"2025-02-06 14:28:58","journal-article","10.1016/j.dsm.2024.11.002","2666-7649","",,,,,0,0.00,0,3,1,"","https://api.elsevier.com/content/article/PII:S2666764924000638",""
0,"Robin Verma, Aqsa Fulara, Jayasekhar Konduru","Empowering Teams through Data: An In-Depth Study of Data Engineering, Cloud Storage, and Business Intelligence in Collaborative Workspaces",2024,"International Journal of Computer Science and Engineering","Seventh Sense Research Group Journals","https://doi.org/10.14445/23488387/ijcse-v11i7p103","",893,"2025-02-06 14:28:58","journal-article","10.14445/23488387/ijcse-v11i7p103","2348-8387","",11,7,15,21,0,0.00,0,3,1,"","",""
